# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
31846.5000 F31761 276155 2 85.5000 pm104 w68 298 N pm104->t100->w68
31846.7000 F31462 237802 1 384.7000 cm115 c62 293 N cm115->c62
31849.3000 F24618 105928 4 7231.3000 pm104 c34 179 N pm104->t98->c32->t99->c34
31856.2000 F31326 289626 2 530.2000 pm109 w74 291 N pm109->c56->w74
31857.6000 F30797 270290 2 1060.6000 pm109 p15 282 N pm109->c48->p15
31881.2000 F30321 467077 5 1560.2000 pm105 c42 273 N pm105->w86->p22->c47->w71->c42
31886.6000 F31885 358596 1 1.6000 pm104 w68 299 N pm104->w68
31893.4000 F28025 169394 3 3868.4000 pm104 c58 235 N pm104->t99->t100->c58
31913.3000 M613 503655 28 13812.3000 w73 c40 69 N w73->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->c44->c40
31922.6000 F31694 374694 1 228.6000 cm110 w71 296 N cm110->w71
31931.7000 F31701 113593 2 230.7000 pm104 c63 296 N pm104->w79->c63
31950.4000 F26404 112826 2 5546.4000 pm104 c38 207 N pm104->t98->c38
31952.9000 F31916 296396 1 36.9000 cm114 p15 299 N cm114->p15
31969.1000 F28756 432322 2 3213.1000 wm119 pm104 246 N wm119->t99->pm104
31984.5000 F31742 337857 1 242.5000 wm123 p4 295 N wm123->p4
32057.6000 F24176 142488 4 7881.6000 wm125 w65 168 N wm125->p26->c53->t98->w65
32061.5000 F31914 168261 2 147.5000 cm114 cm115 297 N cm114->w80->cm115
32064.5000 F26127 195818 5 5937.5000 pm105 cm114 201 N pm105->t100->t101->p19->t98->cm114
32066.7000 F31472 323193 2 594.7000 wm122 w80 290 N wm122->c34->w80
32148.4000 F30428 155259 2 1720.4000 cm110 t96 271 N cm110->c49->t96
32183.0000 M682 805025 26 12073.0000 t97 w87 98 N t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->w87
32184.3000 F24571 304753 15 7613.3000 cm113 w87 173 N cm113->w66->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->w87
32188.4000 F32147 184785 1 41.4000 wm123 cm113 299 N wm123->cm113
32194.7000 F27692 230663 7 4502.7000 pm106 c35 224 N pm106->w89->p14->p9->c44->c37->p4->c35
32217.9000 F32068 270367 1 149.9000 pm106 c46 297 N pm106->c46
32227.9000 F32174 235845 1 53.9000 wm123 w83 299 N wm123->w83
32229.9000 F30968 480942 2 1261.9000 wm122 wm123 278 N wm122->w83->wm123
32244.0000 F32189 446870 1 55.0000 cm116 w81 299 N cm116->w81
32249.1000 F32039 244711 1 210.1000 wm124 c39 296 N wm124->c39
32252.3000 M1014 661905 2 2291.3000 p23 p5 261 N p23->t100->p5
32266.4000 F27712 278074 4 4554.4000 cm113 w89 224 N cm113->p14->w69->w64->w89
32274.6000 F27167 117166 2 5107.6000 pm104 w68 214 N pm104->t99->w68
32275.3000 F28764 166872 2 3511.3000 wm119 w68 241 N wm119->t99->w68
32314.6000 F27334 128694 10 4980.6000 pm106 p29 216 N pm106->t97->t96->t97->t96->t97->t96->t97->t96->t97->p29
32320.3000 F32303 202067 1 17.3000 pm105 c58 299 N pm105->c58
32321.3000 F27791 259452 2 4530.3000 wm125 p31 224 N wm125->t99->p31
32322.2000 F32171 477643 1 151.2000 pm104 t100 297 N pm104->t100
32331.1000 F29009 424938 2 3322.1000 pm108 c47 244 N pm108->w67->c47
32333.1000 F29074 496783 2 3259.1000 pm108 c47 245 N pm108->w67->c47
32335.7000 F25668 213632 4 6667.7000 cm115 c55 188 N cm115->c59->c39->w81->c55
32336.5000 F32108 167871 1 228.5000 cm110 c46 296 N cm110->c46
32346.4000 F27771 290510 2 4575.4000 pm109 c60 223 N pm109->t98->c60
32367.8000 F32252 437028 2 115.8000 pm105 wm120 298 N pm105->cm112->wm120
32395.4000 M975 877456 2 3581.4000 p0 c58 240 N p0->p14->c58
32426.2000 F32123 236127 1 303.2000 cm117 c55 294 N cm117->c55
32437.0000 F32395 441059 1 42.0000 wm125 c37 299 N wm125->c37
32461.3000 F30485 311031 2 1976.3000 cm116 c55 267 N cm116->w84->c55
32465.4000 F32309 286126 1 156.4000 cm115 t97 297 N cm115->t97
32473.1000 F24298 104712 5 8175.1000 pm108 p24 163 N pm108->cm115->pm109->w66->w94->p24
32507.9000 F30456 460109 5 2051.9000 pm109 c63 265 N pm109->p24->w77->p18->c50->c63
32519.4000 F32311 242919 1 208.4000 cm113 c58 296 N cm113->c58
32523.8000 F32459 147709 1 64.8000 cm113 c43 298 N cm113->c43
32525.2000 F32193 329130 1 332.2000 cm113 c43 294 N cm113->c43
32555.4000 F27883 149882 2 4672.4000 wm125 c60 222 N wm125->t99->c60
32561.9000 F32291 180678 1 270.9000 pm106 c37 295 N pm106->c37
32568.6000 M1063 745443 1 1137.6000 p1 w83 281 N p1->w83
32576.2000 F31299 267607 3 1277.2000 pm109 p6 278 N pm109->p5->w71->p6
32576.7000 F27536 245942 4 5040.7000 pm104 p28 215 N pm104->t98->c57->c61->p28
32586.4000 F32363 323575 2 223.4000 cm114 t97 296 N cm114->t96->t97
32603.1000 F32601 264620 1 2.1000 pm106 c42 299 N pm106->c42
32603.7000 F29142 448104 8 3461.7000 pm105 p7 242 N pm105->t97->t96->t97->t96->t97->t96->t97->p7
32615.3000 F27659 266556 4 4956.3000 pm106 c60 217 N pm106->w89->p14->w69->c60
32651.5000 F32615 195223 1 36.5000 pm104 c53 299 N pm104->c53
32662.3000 F30838 245609 5 1824.3000 wm122 c44 269 N wm122->w83->c43->c60->w95->c44
32666.6000 F28043 307206 3 4623.6000 wm125 cm116 222 N wm125->t99->t100->cm116
32677.9000 F25250 344634 5 7427.9000 wm124 c40 176 N wm124->c34->w66->w84->c39->c40
32746.2000 F31986 189518 2 760.2000 cm116 cm110 287 N cm116->p29->cm110
32775.6000 F32177 441000 2 598.6000 cm117 w81 290 N cm117->c55->w81
32783.7000 F22558 225651 27 10225.7000 pm104 t100 129 N pm104->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t100
32786.6000 F32460 123528 1 326.6000 cm113 cm114 294 N cm113->cm114
32808.9000 F31096 134280 3 1712.9000 pm102 c35 271 N pm102->c55->c46->c35
32809.7000 F31894 180791 3 915.7000 wm123 c46 284 N wm123->p4->c35->c46
32840.1000 F32838 102796 1 2.1000 cm110 p24 299 N cm110->p24
32857.9000 F32306 135516 3 551.9000 wm118 cm113 290 N wm118->c57->c51->cm113
32863.5000 M1071 959897 2 1189.5000 c35 c47 280 N c35->w85->c47
32880.5000 F32848 221389 1 32.5000 cm114 pm104 299 N cm114->pm104
32915.1000 F32434 487323 2 481.1000 wm122 wm120 291 N wm122->c52->wm120
32926.8000 F32764 161956 1 162.8000 cm110 pm105 297 N cm110->pm105
32927.7000 M1040 686043 2 2193.7000 p3 w95 263 N p3->w69->w95
32934.5000 F29064 332537 3 3870.5000 pm107 c54 235 N pm107->w89->c51->c54
32955.0000 F31168 311501 5 1787.0000 wm120 c42 270 N wm120->p13->c44->t97->t96->c42
32970.0000 F29569 363394 10 3401.0000 wm125 p11 243 N wm125->c48->t96->t97->t96->t97->t96->t97->t96->t97->p11
33019.9000 F24772 360343 4 8247.9000 pm109 c61 162 N pm109->w66->p22->t99->c61
33038.5000 M1012 927050 2 3129.5000 p19 c35 247 N p19->p20->c35
33063.0000 M1088 865158 1 882.0000 w90 cm113 285 N w90->cm113
33065.4000 F33031 438357 1 34.4000 cm114 pm104 299 N cm114->pm104
33086.8000 F33085 160108 1 1.8000 cm111 p0 299 N cm111->p0
33089.4000 F31767 327026 3 1322.4000 cm114 c45 277 N cm114->c48->w91->c45
33111.6000 F27855 159368 3 5256.6000 pm109 w82 212 N pm109->t98->t100->w82
33115.7000 F32731 111458 1 384.7000 cm111 pm108 293 N cm111->pm108
33116.3000 F32706 135786 1 410.3000 pm108 cm111 293 N pm108->cm111
33126.4000 F32803 389452 1 323.4000 cm116 pm103 294 N cm116->pm103
33126.8000 F30954 259529 4 2172.8000 cm115 c63 263 N cm115->w83->p13->c60->c63
33147.2000 F32789 331209 3 358.2000 wm121 c33 294 N wm121->p11->c44->c33
33221.4000 F32920 258409 1 301.4000 cm117 pm104 294 N cm117->pm104
33264.4000 F32911 176615 1 353.4000 pm106 wm122 294 N pm106->wm122
33274.3000 F32857 186557 2 417.3000 wm119 w89 293 N wm119->c43->w89
33297.4000 F32908 155614 3 389.4000 pm104 w69 293 N pm104->cm114->t98->w69
33381.4000 M820 810717 20 9164.4000 c51 w95 147 N c51->c45->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->w95
33383.3000 F29067 459314 3 4316.3000 wm125 t100 228 N wm125->t98->t99->t100
33402.2000 F31685 232765 3 1717.2000 pm104 c62 271 N pm104->w79->c51->c62
33424.2000 F32977 497170 1 447.2000 cm117 w86 292 N cm117->w86
33427.5000 F33241 219309 1 186.5000 wm125 c33 296 N wm125->c33
33443.7000 F28802 403714 2 4641.7000 cm110 c52 222 N cm110->p12->c52
33452.6000 F33124 334036 2 328.6000 pm103 cm113 294 N pm103->c51->cm113
33455.0000 F33250 433839 1 205.0000 cm117 c48 296 N cm117->c48
33459.9000 F33071 121216 2 388.9000 cm115 w91 293 N cm115->c34->w91
33460.3000 F30612 210923 4 2848.3000 wm123 t96 252 N wm123->p1->c37->t97->t96
33480.0000 F33257 122536 1 223.0000 pm105 c48 296 N pm105->c48
33494.4000 F33492 186113 1 2.4000 cm117 w77 299 N cm117->w77
33537.4000 F20292 158413 9 13245.4000 wm118 pm102 79 N wm118->p25->c39->p25->p16->p4->c54->c62->cm114->pm102
33547.7000 F30994 329504 4 2553.7000 pm102 wm118 257 N pm102->w82->c54->c62->wm118
33556.0000 F28495 231430 3 5061.0000 pm105 w77 215 N pm105->w88->t100->w77
33573.1000 F26683 346555 5 6890.1000 wm119 c53 185 N wm119->p29->t101->t100->t99->c53
33574.6000 F28449 368982 2 5125.6000 wm118 c53 214 N wm118->t99->c53
33575.8000 F27986 286780 2 5589.8000 wm125 c53 206 N wm125->t99->c53
33577.6000 F33072 428349 2 505.6000 pm102 c53 291 N pm102->t99->c53
33598.0000 F33544 312896 1 54.0000 pm106 c62 299 N pm106->c62
33640.7000 F27851 455445 2 5789.7000 wm118 p23 203 N wm118->t98->p23
33647.0000 F33281 163485 2 366.0000 pm103 c47 293 N pm103->c51->c47
33651.8000 F33575 213683 1 76.8000 cm114 w93 298 N cm114->w93
33662.5000 F30569 338705 3 3093.5000 pm108 c62 248 N pm108->w66->w85->c62
33679.6000 F29931 209953 5 3748.6000 wm119 p10 237 N wm119->w95->p15->c32->c36->p10
33681.7000 F31175 420463 3 2506.7000 cm112 c40 258 N cm112->c60->p29->c40
33702.8000 F33421 122471 1 281.8000 wm119 pm107 295 N wm119->pm107
33705.2000 F32157 454937 3 1548.2000 wm123 cm112 274 N wm123->w83->p4->cm112
33718.3000 F32545 244423 4 1173.3000 wm124 c36 280 N wm124->c41->p18->t99->c36
33724.5000 F33647 226850 1 77.5000 cm114 w69 298 N cm114->w69
33739.8000 F31452 208775 5 2287.8000 pm106 cm116 261 N pm106->c40->w80->c48->c45->cm116
33744.3000 F33743 239919 1 1.3000 wm118 w64 299 N wm118->w64
33750.6000 F30742 332748 3 3008.6000 wm118 cm114 249 N wm118->p9->c41->cm114
33763.0000 F33747 319327 1 16.0000 pm109 c62 299 N pm109->c62
33763.2000 F33298 242682 2 465.2000 cm117 w74 292 N cm117->c39->w74
33770.3000 F33172 370878 2 598.3000 wm120 c38 290 N wm120->cm116->c38
33773.1000 F33628 368653 1 145.1000 pm102 t98 297 N pm102->t98
33789.3000 F33574 259880 2 215.3000 pm102 c53 296 N pm102->t99->c53
33793.7000 F33556 461897 1 237.7000 cm112 p25 296 N cm112->p25
33794.9000 F32499 324469 3 1295.9000 wm122 w69 278 N wm122->p9->c41->w69
33797.9000 F32527 239098 4 1270.9000 cm114 p12 278 N cm114->t96->t97->t96->p12
33803.1000 F26331 137787 6 7472.1000 wm119 c47 175 N wm119->p29->t101->p19->p27->t98->c47
33807.6000 F33659 398293 1 148.6000 pm105 c55 297 N pm105->c55
33815.4000 F33595 391163 1 220.4000 cm115 w71 296 N cm115->w71
33820.5000 F33371 350115 3 449.5000 pm103 c54 292 N pm103->p20->c42->c54
33832.5000 F30075 128012 4 3757.5000 wm124 w92 237 N wm124->w93->p15->c39->w92
33842.7000 F30541 251180 5 3301.7000 cm112 cm115 244 N cm112->p4->p1->w83->p4->cm115
33844.8000 M1107 570166 1 1084.8000 w93 t99 281 N w93->t99
33848.0000 F32031 254515 5 1817.0000 wm118 c55 269 N wm118->c51->c35->p10->t98->c55
33872.7000 F33112 345777 3 760.7000 pm102 c44 287 N pm102->p10->w93->c44
33896.3000 F30054 426215 5 3842.3000 pm106 c41 235 N pm106->p28->pm104->c37->w93->c41
33897.9000 F31974 480277 3 1923.9000 cm115 p8 267 N cm115->w65->t99->p8
33900.5000 F28755 390023 2 5145.5000 wm119 w69 214 N wm119->t99->w69
33905.9000 F33191 333369 2 714.9000 wm122 c57 288 N wm122->c55->c57
33919.4000 M995 525852 2 4514.4000 w77 w69 224 N w77->p8->w69
33930.3000 F27995 216808 6 5935.3000 pm108 c44 201 N pm108->p9->w69->w64->c51->c35->c44
33946.7000 F33679 171021 1 267.7000 cm111 c38 295 N cm111->c38
33955.3000 F32553 417802 3 1402.3000 pm105 wm120 276 N pm105->w94->c58->wm120
33956.0000 F32481 150738 2 1475.0000 wm124 wm120 275 N wm124->c58->wm120
33979.1000 F31813 152562 4 2166.1000 wm123 w78 263 N wm123->p4->w91->c34->w78
33990.0000 F32976 431544 2 1014.0000 wm119 c36 283 N wm119->c33->c36
34002.6000 F33546 350913 2 456.6000 pm109 pm106 292 N pm109->c62->pm106
34032.9000 F33226 160062 2 806.9000 wm125 c55 286 N wm125->c34->c55
34070.7000 F33741 288891 1 329.7000 cm111 w80 294 N cm111->w80
34077.7000 F32884 493383 2 1193.7000 wm121 c61 280 N wm121->c33->c61
34087.6000 F32145 224743 3 1942.6000 pm102 cm110 267 N pm102->w82->t100->cm110
34088.6000 F27924 230943 3 6164.6000 wm125 cm110 197 N wm125->t99->t100->cm110
34133.7000 F30285 343327 3 3848.7000 wm124 t97 235 N wm124->w93->c35->t97
34135.7000 F26767 388729 2 7368.7000 wm125 c48 177 N wm125->w81->c48
34160.5000 F33025 244703 3 1135.5000 wm119 cm113 281 N wm119->c33->c51->cm113
34168.9000 F32998 283884 3 1170.9000 wm119 p15 280 N wm119->c43->c35->p15
34170.0000 F33869 108096 1 301.0000 cm112 c41 294 N cm112->c41
34203.8000 F31815 403681 3 2388.8000 wm120 wm121 260 N wm120->p2->c48->wm121
34205.5000 M1081 614192 3 2229.5000 w67 c36 262 N w67->w76->p9->c36
34209.1000 F33549 160537 2 660.1000 cm111 c54 288 N cm111->p29->c54
34238.4000 F34072 319215 1 166.4000 cm112 wm122 297 N cm112->wm122
34262.4000 M1064 617713 3 2798.4000 w94 t98 253 N w94->p20->t101->t98
34268.9000 M1097 848775 1 1817.9000 p16 cm116 269 N p16->cm116
34274.3000 F32806 127221 2 1468.3000 wm124 c32 275 N wm124->c58->c32
34275.2000 F34107 137366 2 168.2000 wm123 t100 297 N wm123->p11->t100
34279.7000 F32316 333647 3 1963.7000 cm111 w90 267 N cm111->c57->w92->w90
34283.4000 F33459 116215 2 824.4000 pm102 c55 286 N pm102->c47->c55
34290.5000 F29072 120690 6 5218.5000 pm107 cm116 213 N pm107->w89->w64->c57->w74->c59->cm116
34392.2000 M1134 637058 2 849.2000 w65 c42 285 N w65->t99->c42
34397.1000 F34240 381959 1 157.1000 cm114 c63 297 N cm114->c63
34401.5000 F34316 334482 1 85.5000 cm114 p14 298 N cm114->p14
34403.6000 F34065 130995 1 338.6000 cm111 c46 294 N cm111->c46
34422.1000 F34164 364413 1 258.1000 cm111 p5 295 N cm111->p5
34440.9000 F34390 235814 1 50.9000 cm115 c35 299 N cm115->c35
34447.1000 F33957 101502 3 490.1000 wm122 cm116 291 N wm122->t96->t97->cm116
34447.7000 F34406 140451 1 41.7000 cm116 t97 299 N cm116->t97
34467.5000 F34187 215819 2 280.5000 pm104 c43 295 N pm104->c35->c43
34483.4000 F32756 167305 6 1727.4000 pm104 w84 271 N pm104->t96->t97->t96->t97->t96->w84
34496.3000 F28509 290604 3 5987.3000 pm105 w81 200 N pm105->w88->t100->w81
34504.1000 F32436 172680 3 2068.1000 pm102 p29 265 N pm102->w82->t100->p29
34514.4000 F33019 100326 2 1495.4000 cm114 c42 275 N cm114->t98->c42
34523.1000 F34239 361645 2 284.1000 cm117 c62 295 N cm117->w95->c62
34534.4000 F34509 381510 1 25.4000 pm109 c34 299 N pm109->c34
34544.3000 F30232 227555 4 4312.3000 wm124 c51 228 N wm124->w93->p15->p10->c51
34547.1000 F34544 174736 1 3.1000 cm117 c53 299 N cm117->c53
34575.6000 F27595 200109 16 6980.6000 pm106 w79 183 N pm106->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->w79
34589.7000 F34503 233254 1 86.7000 wm125 w95 298 N wm125->w95
34630.8000 F33057 349090 4 1573.8000 cm113 c53 273 N cm113->c33->c51->p8->c53
34631.2000 F34251 407607 1 380.2000 pm109 c35 293 N pm109->c35
34740.8000 F34519 172360 1 221.8000 wm122 c38 296 N wm122->c38
34741.6000 F34583 431106 1 158.6000 wm118 c59 297 N wm118->c59
34747.0000 F34637 418921 2 110.0000 wm123 t99 298 N wm123->w76->t99
34757.7000 F34612 202474 2 145.7000 pm106 pm109 297 N pm106->c34->pm109
34839.4000 F34275 143153 2 564.4000 cm116 p12 290 N cm116->c41->p12
34868.2000 F34808 236138 1 60.2000 pm104 cm115 298 N pm104->cm115
34871.1000 F34413 127693 2 458.1000 cm115 cm116 292 N cm115->p23->cm116
34892.5000 F33676 343251 2 1216.5000 pm103 cm113 279 N pm103->w79->cm113
34897.9000 F31880 202103 2 3017.9000 wm120 c51 249 N wm120->p2->c51
34902.1000 F33804 235109 2 1098.1000 wm123 t100 281 N wm123->w86->t100
34903.4000 F34394 458152 1 509.4000 cm112 p20 291 N cm112->p20
34907.3000 F26903 174771 4 8004.3000 pm105 w76 166 N pm105->w85->w88->t100->w76
34927.0000 F34786 170734 1 141.0000 wm121 c43 297 N wm121->c43
34929.4000 F34149 258054 3 780.4000 cm111 c45 286 N cm111->w94->c42->c45
34963.9000 F34866 171202 1 97.9000 cm112 w75 298 N cm112->w75
34982.8000 F32727 129531 5 2255.8000 pm107 c59 262 N pm107->c57->w92->c50->c36->c59
34987.2000 F28749 274866 12 6238.2000 pm105 c63 196 N pm105->w74->t96->t97->t96->t97->t96->t97->t96->t97->t96->t98->c63
34999.4000 F34806 266965 1 193.4000 cm110 t99 296 N cm110->t99
35023.9000 F31592 160558 3 3431.9000 cm116 c49 242 N cm116->p17->w64->c49
35042.6000 F33978 130516 4 1064.6000 cm113 c55 282 N cm113->pm105->t101->t98->c55
35043.9000 M1032 671493 4 4534.9000 p6 p22 224 N p6->w88->p24->p27->p22
35059.5000 F34254 396002 3 805.5000 pm109 wm122 286 N pm109->w72->c34->wm122
35069.0000 F32162 446198 3 2907.0000 pm102 c56 251 N pm102->w82->t101->c56
35069.2000 F34831 150805 1 238.2000 cm110 t96 296 N cm110->t96
35088.8000 F35009 457013 1 79.8000 pm109 c46 298 N pm109->c46
35111.9000 F29101 451620 4 6010.9000 pm108 w86 199 N pm108->w67->w76->t100->w86
35124.7000 F33858 186123 5 1266.7000 wm122 p12 278 N wm122->t96->t97->t96->t97->p12
35126.6000 F34338 388853 2 788.6000 cm115 cm113 286 N cm115->w93->cm113
35135.7000 F35085 121264 1 50.7000 cm113 p31 299 N cm113->p31
35159.4000 F34693 479816 2 466.4000 pm104 w84 292 N pm104->c33->w84
35160.1000 F34948 165632 2 212.1000 pm104 w84 296 N pm104->c33->w84
35163.1000 F35027 359848 1 136.1000 cm116 pm103 297 N cm116->pm103
35165.1000 F34725 290361 2 440.1000 cm115 c40 292 N cm115->c33->c40
35179.1000 F32879 262692 2 2300.1000 pm102 p31 261 N pm102->t98->p31
35181.1000 F33835 110166 3 1346.1000 cm117 c63 277 N cm117->c57->c32->c63
35194.5000 F34957 216155 1 237.5000 cm114 w68 296 N cm114->w68
35217.3000 F24766 405136 6 10451.3000 pm109 c56 125 N pm109->w66->p6->w70->w64->c46->c56
35243.3000 F34308 144244 2 935.3000 cm114 w93 284 N cm114->c55->w93
35253.1000 F34227 210283 3 1026.1000 wm122 c48 282 N wm122->c59->c44->c48
35279.4000 F34508 301599 3 771.4000 wm122 t96 287 N wm122->c36->t97->t96
35300.5000 F34090 211743 3 1210.5000 wm121 t101 279 N wm121->t96->t98->t101
35330.2000 F34768 246271 3 562.2000 cm117 c50 290 N cm117->c60->c36->c50
35342.5000 F35174 232784 1 168.5000 cm115 p23 297 N cm115->p23
35343.4000 F35182 211466 1 161.4000 cm115 p15 297 N cm115->p15
35364.8000 F27117 294722 3 8247.8000 pm104 p7 162 N pm104->t99->t100->p7
35414.2000 F34959 445735 1 455.2000 wm125 p8 292 N wm125->p8
35422.6000 F35387 170215 1 35.6000 wm125 c58 299 N wm125->c58
35424.8000 F28917 449552 6 6507.8000 pm106 c51 191 N pm106->c46->p24->p25->p4->w80->c51
35433.5000 F31871 361726 4 3562.5000 wm123 c58 240 N wm123->p4->p1->c52->c58
35445.8000 F29128 446839 3 6317.8000 pm108 cm115 194 N pm108->w67->c47->cm115
35448.5000 F29228 231954 3 6220.5000 pm108 w91 196 N pm108->w67->p1->w91
35459.4000 F33587 309924 4 1872.4000 pm109 cm114 268 N pm109->c62->c38->w68->cm114
35462.1000 F35435 494458 1 27.1000 pm103 cm116 299 N pm103->cm116
35505.7000 F35222 462314 2 283.7000 pm106 w91 295 N pm106->c54->w91
35525.7000 F26779 210380 5 8746.7000 wm118 cm115 154 N wm118->p15->p23->w69->t101->cm115
35541.5000 F35489 146969 2 52.5000 wm120 p18 299 N wm120->c53->p18
35543.8000 F35299 430677 1 244.8000 wm118 p31 295 N wm118->p31
35561.6000 F35470 423333 1 91.6000 cm114 w74 298 N cm114->w74
35580.2000 F33482 224555 2 2098.2000 pm102 c56 265 N pm102->t99->c56
35582.0000 F32097 415890 3 3485.0000 wm120 w93 241 N wm120->p2->t98->w93
35596.4000 F31202 372076 2 4394.4000 pm109 c45 226 N pm109->p5->c45
35597.4000 F33837 146444 2 1760.4000 wm123 wm120 270 N wm123->w86->wm120
35604.7000 F35429 139592 1 175.7000 wm123 c53 297 N wm123->c53
35614.3000 F35370 199223 1 244.3000 cm113 c58 295 N cm113->c58
35623.2000 F34324 164593 3 1299.2000 wm122 wm121 278 N wm122->w79->c43->wm121
35627.1000 F35152 207998 2 475.1000 wm123 p5 292 N wm123->c46->p5
35627.8000 F35379 124324 1 248.8000 pm103 w78 295 N pm103->w78
35629.3000 F35353 430298 1 276.3000 cm111 p12 295 N cm111->p12
35635.7000 F35493 426820 2 142.7000 cm114 p7 297 N cm114->t101->p7
35642.2000 F35364 383139 1 278.2000 cm113 c45 295 N cm113->c45
35645.3000 F34252 304487 3 1393.3000 cm115 p8 276 N cm115->w93->c42->p8
35653.1000 F33630 267265 2 2023.1000 pm109 c59 266 N pm109->p13->c59
35661.3000 F27473 271525 5 8188.3000 pm109 c32 163 N pm109->p30->p15->t101->p28->c32
35662.2000 F35494 126764 1 168.2000 pm103 c52 297 N pm103->c52
35671.5000 F34963 170217 4 708.5000 wm123 p2 288 N wm123->p18->w76->t100->p2
35675.1000 F32730 177421 3 2945.1000 pm107 w91 250 N pm107->c57->c32->w91
35699.8000 F35109 172680 2 590.8000 wm120 wm122 290 N wm120->c59->wm122
35702.0000 F33419 333127 3 2283.0000 pm109 w82 261 N pm109->w66->w91->w82
35725.8000 F32158 164900 5 3567.8000 wm120 c43 240 N wm120->c36->p10->p28->c49->c43
35727.3000 F35344 123352 1 383.3000 pm106 c59 293 N pm106->c59
35757.7000 F35605 303963 1 152.7000 pm106 c32 297 N pm106->c32
35786.0000 F35730 403009 1 56.0000 wm120 c49 299 N wm120->c49
35810.0000 M1077 968710 3 3960.0000 p23 c57 234 N p23->p3->w71->c57
35812.7000 F33890 356219 6 1922.7000 wm121 c60 267 N wm121->t96->t97->t96->t97->t96->c60
35813.7000 F33863 228183 4 1950.7000 cm117 c60 267 N cm117->c57->w65->t96->c60
35835.1000 M1188 754996 2 732.1000 p26 w79 287 N p26->p11->w79
35840.1000 F33557 457295 2 2283.1000 pm102 wm118 261 N pm102->t99->wm118
35846.7000 F35511 368632 1 335.7000 pm109 w83 294 N pm109->w83
35876.4000 F35414 118686 1 462.4000 pm107 cm113 292 N pm107->cm113
35908.4000 F32339 490823 4 3569.4000 wm122 c52 240 N wm122->p9->c42->p8->c52
35990.1000 F34250 144474 3 1740.1000 wm125 c60 270 N wm125->p29->c37->c60
35995.6000 F35755 284436 1 240.6000 cm110 p17 295 N cm110->p17
36026.5000 F35857 361281 2 169.5000 wm122 p1 297 N wm122->c32->p1
36036.7000 F35845 355134 2 191.7000 pm104 cm115 296 N pm104->c56->cm115
36082.4000 F35462 296439 3 620.4000 wm120 p31 289 N wm120->c61->c49->p31
36093.6000 F35893 200642 1 200.6000 wm120 t101 296 N wm120->t101
36094.9000 F24657 396423 15 11437.9000 cm115 c56 109 N cm115->pm109->w66->w84->p17->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->c56
36123.2000 M713 530146 17 15108.2000 w72 w68 48 N w72->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->w68
36127.6000 M912 618517 2 9195.6000 t101 c59 146 N t101->t100->c59
36158.0000 F33737 437088 2 2421.0000 pm102 w67 259 N pm102->t99->w67
36158.5000 F35038 205339 2 1120.5000 wm125 c63 281 N wm125->c52->c63
36195.2000 F36136 343834 1 59.2000 cm113 c62 299 N cm113->c62
36209.7000 F31013 133353 5 5196.7000 wm120 c61 213 N wm120->p13->c52->p30->c35->c61
36219.7000 F35549 394692 3 670.7000 wm125 cm110 288 N wm125->c42->pm109->cm110
36229.7000 F36153 128985 1 76.7000 wm121 c55 298 N wm121->c55
36255.9000 F34103 184951 5 2152.9000 pm107 wm121 264 N pm107->c48->c37->w71->c44->wm121
36256.0000 F35129 229501 4 1127.0000 wm118 t101 281 N wm118->p31->c53->t100->t101
36256.7000 F35337 164108 3 919.7000 wm120 t101 284 N wm120->c59->t100->t101
36270.0000 F33656 164610 4 2614.0000 wm124 c52 256 N wm124->c61->pm105->t98->c52
36293.3000 F35792 242774 4 501.3000 wm118 t98 291 N wm118->wm120->t101->t99->t98
36300.3000 F36299 230273 1 1.3000 wm121 c37 299 N wm121->c37
36311.3000 F29046 466465 14 7265.3000 pm105 w76 178 N pm105->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->t96->t97->w76
36315.5000 F36028 211382 2 287.5000 wm121 c37 295 N wm121->c44->c37
36327.7000 F35554 185653 2 773.7000 pm105 c58 287 N pm105->c63->c58
36329.2000 F35752 363812 3 577.2000 wm118 c58 290 N wm118->w93->c63->c58
36338.4000 F36141 274845 1 197.4000 cm112 w83 296 N cm112->w83
36341.7000 F34495 237873 3 1846.7000 wm125 c49 269 N wm125->p29->c44->c49
36358.2000 F35612 201474 3 746.2000 wm118 wm121 287 N wm118->w93->c49->wm121
